logFC,logCPM,LR,PValue,FDR,chr1,start1,end1,chr2,start2,end2,interaction_type,interaction_distance,resolution,any_anchor_overlap,both_anchors_overlap,total_has,min_dist_any
7.86994761588401,0.25031734935561,47.6417667696838,5.11666723004477e-12,1.2332315926486902e-09,2L,10104000,10112000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.77498272357843,0.16773972555706,47.2659678705298,6.19790165347293e-12,1.4486933372874401e-09,2L,10112000,10120000,X,22432000,22440000,trans,,1000,True,False,1,21114
-1.05377734014628,4.03376105432223,45.9600978678626,1.2068624676735099e-11,2.56532186328154e-09,2L,10112000,10144000,X,12672000,12704000,trans,,1000,True,False,1,11676
2.70868343333644,2.98710733813223,45.6988896603524,1.3790091897645498e-11,2.8695113714461703e-09,2L,10120000,10128000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.88941815297967,0.267725563768916,45.4623045199471,1.55604914203058e-11,3.1373914452677e-09,2L,10128000,10136000,X,22432000,22440000,trans,,1000,True,False,1,21114
8.34927294417738,0.683524755681195,45.176355336707,1.8006603950540498e-11,3.53914566113459e-09,2L,10144000,10152000,X,22432000,22440000,trans,,1000,True,False,1,21114
8.08367689029795,0.441916949358732,44.2872578643172,2.83555904893172e-11,5.2210426595137306e-09,2L,1016000,1024000,X,22432000,22440000,trans,,1000,True,False,1,21114
8.06261088002414,0.422987338928586,44.018596261711,3.25270823074616e-11,5.85747732634418e-09,2L,10168000,10176000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.81252747123534,0.20038033676629,42.1056707692674,8.64720707351297e-11,1.33727771804709e-08,2L,10176000,10208000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.81252746984822,0.20038033676629,42.1056666341655,8.647225358565759e-11,1.33727771804709e-08,2L,10176000,10208000,X,15072000,15104000,trans,,1000,True,False,2,14077
1.63858495767003,3.29451038434303,41.8030139812726,1.00947688326622e-10,1.51916712979234e-08,2L,10184000,10192000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.71206345506222,0.112619172907596,41.3033591525181,1.30344705516868e-10,1.91140410421747e-08,2L,10192000,10200000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.73665708100468,0.134014254174674,41.1090705556879,1.43966662190073e-10,2.06260734806565e-08,2L,10200000,10208000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.80980965038611,0.198315988499226,40.6062663595196,1.8620854516564501e-10,2.57691645223494e-08,2L,10208000,10216000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.80704898309404,0.196249928305103,39.2029393983353,3.81964757689102e-10,4.72421003535496e-08,2L,10208000,10240000,X,15040000,15072000,trans,,1000,True,False,2,12776
8.28738255232242,0.628626433415208,39.2023219161096,3.82085576299899e-10,4.72421003535496e-08,2L,10208000,10240000,X,17952000,17984000,trans,,1000,False,False,0,110276
3.65048566941801,2.54416285305971,38.931806451011,4.3887143174392004e-10,5.29109125692747e-08,2L,10216000,10224000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.78130842416487,0.173727539175892,38.5548003252778,5.32376678286188e-10,6.23760463373033e-08,2L,10224000,10232000,X,22432000,22440000,trans,,1000,True,False,1,21114
4.48153081927483,1.69111022438227,38.3793009336385,5.82469348005946e-10,6.68775842778425e-08,2L,10232000,10240000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.67910673396348,0.0842920252550377,38.1652715001059,6.49990287065215e-10,7.28594466221688e-08,2L,10240000,10248000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.77843272824244,0.171633938134654,37.1416862233731,1.0985009042511e-09,1.13623294157782e-07,2L,10240000,10272000,X,15040000,15072000,trans,,1000,True,False,2,12776
8.59448970920508,0.911892550812524,36.8551916024292,1.2723682572400301e-09,1.27288617535007e-07,2L,10256000,10264000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.70120007073798,0.103936709290561,36.595634861196,1.45356854329127e-09,1.42952052851276e-07,2L,10264000,10272000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.96410667861029,0.337026574475331,36.4844237772724,1.53891122401949e-09,1.49095774284217e-07,2L,10272000,10280000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.64802386685636,0.0576603260224078,36.1610426119116,1.81666139164155e-09,1.69758907218763e-07,2L,10288000,10296000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.7254468439327,0.125435920891077,35.8468093995403,2.1345730632162403e-09,1.95910987417708e-07,2L,10296000,10304000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.67341447703861,0.0798899310300002,35.7749615971349,2.2147603934509e-09,1.98282203092904e-07,2L,10304000,10312000,X,22432000,22440000,trans,,1000,True,False,1,21114
4.77344524885666,1.36211010036184,35.1205092478629,3.0991946587539202e-09,2.60839966418709e-07,2L,10304000,10336000,X,9280000,9312000,trans,,1000,False,False,0,134707
7.79832101570716,0.190041476149599,34.9189529914582,3.4371868490402104e-09,2.83094521880328e-07,2L,10312000,10320000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.67044406436918,0.077686101546683,34.5657502240756,4.12093608964245e-09,3.31490771947044e-07,2L,10320000,10328000,X,22432000,22440000,trans,,1000,True,False,1,21114
3.16336624377133,3.03354608214823,34.5525974901182,4.1488754206327e-09,3.32633048010126e-07,2L,1032000,1040000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.72244036269942,0.123286847047868,34.5050265732249,4.25151984414916e-09,3.3595542509151e-07,2L,10328000,10336000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.77251537209951,0.167441517755383,34.4188836257432,4.44390739774399e-09,3.47815600746835e-07,2L,10336000,10344000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.6420616343803,0.0531956956205396,33.7353145801947,6.31439227046256e-09,4.62085567126983e-07,2L,10336000,10368000,X,10432000,10464000,trans,,1000,True,False,4,908
7.64206155693241,0.0531956956205396,33.7351130168887,6.3150465618542e-09,4.62085567126983e-07,2L,10336000,10368000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.6420614794855,0.0531956956205396,33.7349114549114,6.315700916830391e-09,4.62085567126983e-07,2L,10336000,10368000,X,20320000,20352000,trans,,1000,False,False,0,59137
7.58676712326674,0.0052049944225633,33.4679567638169,7.244779383893761e-09,5.22062840564588e-07,2L,10344000,10352000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.55961479454235,-0.018265163654496,33.3837288441125,7.565428107697631e-09,5.37483997304134e-07,2L,10352000,10360000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.66739033661484,0.0754804177767842,33.3372115760535,7.74856866200867e-09,5.42404861453479e-07,2L,10360000,10368000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.81765367588258,0.208191423566038,32.6172482446962,1.12214478911769e-08,7.38767816731191e-07,2L,10368000,10400000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.63895883946347,0.0509605539495691,32.517678751844,1.18113192104354e-08,7.67727754579105e-07,2L,10368000,10496000,X,10368000,10496000,trans,,1000,True,False,4,14993
7.63895877453852,0.0509605539495691,32.5175196926135,1.18122859349962e-08,7.67727754579105e-07,2L,10368000,10496000,X,10496000,10624000,trans,,1000,True,False,3,18904
7.63895865351627,0.0509605539495691,32.5172231988342,1.18140881659467e-08,7.67727754579105e-07,2L,10368000,10496000,X,10624000,10752000,trans,,1000,False,False,0,98795
3.90606670663544,1.17923931229455,32.5172070307314,1.18141864513244e-08,7.67727754579105e-07,2L,10368000,10496000,X,10752000,10880000,trans,,1000,True,False,2,27905
7.63895861974948,0.0509605539495691,32.5171404727147,1.18145910639949e-08,7.67727754579105e-07,2L,10368000,10496000,X,11008000,11136000,trans,,1000,True,False,2,8395
7.63895854533359,0.0509605539495691,32.5169581585363,1.1815699440734e-08,7.67727754579105e-07,2L,10368000,10496000,X,11392000,11520000,trans,,1000,True,False,2,6496
7.63895847091868,0.0509605539495691,32.5167758457398,1.18168079132193e-08,7.67727754579105e-07,2L,10368000,10496000,X,1152000,1280000,trans,,1000,True,False,1,61408
7.6389584686601,0.0509605539495691,32.5167703122998,1.18168415584878e-08,7.67727754579105e-07,2L,10368000,10496000,X,11648000,11776000,trans,,1000,True,False,3,16477
7.63895843414167,0.0509605539495691,32.5166857435071,1.18173557785318e-08,7.67727754579105e-07,2L,10368000,10496000,X,12160000,12288000,trans,,1000,False,False,0,136323
7.63895840882273,0.0509605539495691,32.5166237129783,1.18177329690443e-08,7.67727754579105e-07,2L,10368000,10496000,X,12672000,12800000,trans,,1000,True,False,2,40424
7.63895839653068,0.0509605539495691,32.5165935978217,1.18179160953418e-08,7.67727754579105e-07,2L,10368000,10496000,X,1280000,1408000,trans,,1000,False,False,0,61107
7.63895839650476,0.0509605539495691,32.516593534326,1.18179164814537e-08,7.67727754579105e-07,2L,10368000,10496000,X,128000,256000,trans,,1000,False,False,0,216691
7.6389583835032,0.0509605539495691,32.5165616808587,1.18181101812887e-08,7.67727754579105e-07,2L,10368000,10496000,X,13440000,13568000,trans,,1000,True,False,1,18523
7.63895835243639,0.0509605539495691,32.5164855679079,1.1818573034393e-08,7.67727754579105e-07,2L,10368000,10496000,X,13568000,13696000,trans,,1000,True,False,1,40176
7.63895832209184,0.0509605539495691,32.5164112242942,1.18190251454478e-08,7.67727754579105e-07,2L,10368000,10496000,X,13696000,13824000,trans,,1000,True,False,2,2476
7.63895830834132,0.0509605539495691,32.5163775357113,1.18192300239039e-08,7.67727754579105e-07,2L,10368000,10496000,X,14592000,14720000,trans,,1000,False,False,0,108276
7.63895829840552,0.0509605539495691,32.5163531931082,1.18193780666258e-08,7.67727754579105e-07,2L,10368000,10496000,X,14720000,14848000,trans,,1000,True,False,1,19724
7.63895827353719,0.0509605539495691,32.5162922659218,1.18197486114143e-08,7.67727754579105e-07,2L,10368000,10496000,X,15104000,15232000,trans,,1000,True,False,1,17923
7.6389582486688,0.0509605539495691,32.5162313384571,1.18201191695309e-08,7.67727754579105e-07,2L,10368000,10496000,X,15872000,16000000,trans,,1000,True,False,1,10823
7.6389582476799,0.0509605539495691,32.5162289156449,1.18201339052068e-08,7.67727754579105e-07,2L,10368000,10496000,X,16000000,16128000,trans,,1000,False,False,0,138823
7.53121356134182,-0.0427042848865637,32.511787597393,1.18471772007481e-08,7.69311979899173e-07,2L,10368000,10496000,X,16384000,16512000,trans,,1000,False,False,0,63423
7.47724584112782,-0.0888051532766421,32.5097868077795,1.18593802966514e-08,7.70018214289834e-07,2L,10368000,10496000,X,17408000,17536000,trans,,1000,False,False,0,118376
7.47724581625935,-0.0888051532766421,32.5094231926968,1.18615993874837e-08,7.70076111263895e-07,2L,10368000,10496000,X,17664000,17792000,trans,,1000,True,False,4,7423
7.47724578133105,-0.0888051532766421,32.508912479692,1.18647168982098e-08,7.70171450439096e-07,2L,10368000,10496000,X,17920000,18048000,trans,,1000,True,False,2,46276
7.47724577006055,-0.0888051532766421,32.508747683188,1.18657230294439e-08,7.70171450439096e-07,2L,10368000,10496000,X,1792000,1920000,trans,,1000,True,False,3,12043
7.47724572960799,-0.0888051532766421,32.508156180605,1.18693350309605e-08,7.7031971072787e-07,2L,10368000,10496000,X,18048000,18176000,trans,,1000,True,False,2,47177
7.47724568915536,-0.0888051532766421,32.507564664393,1.18729482170238e-08,7.70468014717271e-07,2L,10368000,10496000,X,18304000,18432000,trans,,1000,True,False,2,56124
7.47724566062902,-0.0888051532766421,32.5071475321484,1.18754968677184e-08,7.7048662688291e-07,2L,10368000,10496000,X,18432000,18560000,trans,,1000,True,False,1,55823
-1.35512710750499,3.25388001475404,32.5068436350509,1.18773540041076e-08,7.7048662688291e-07,2L,10368000,10496000,X,18688000,18816000,trans,,1000,True,False,3,26124
7.47724563210336,-0.0888051532766421,32.5067304034577,1.18780460446652e-08,7.7048662688291e-07,2L,10368000,10496000,X,18816000,18944000,trans,,1000,True,False,3,25223
-1.35346878933707,3.29933414794546,32.5066483692136,1.18785474407786e-08,7.7048662688291e-07,2L,10368000,10496000,X,19200000,19328000,trans,,1000,False,False,0,162176
7.47724560357836,-0.0888051532766421,32.5063132783211,1.18805957479674e-08,7.7053333681627e-07,2L,10368000,10496000,X,1920000,2048000,trans,,1000,True,False,5,6543
2.74205905475389,2.63270221689648,32.5025662915673,1.19035240308113e-08,7.71934086156821e-07,2L,10368000,10496000,X,19456000,19584000,trans,,1000,True,False,3,6224
7.74311171300379,0.142351637313202,32.5002419704581,1.19177691117849e-08,7.72336106939196e-07,2L,10368000,10496000,X,2048000,2176000,trans,,1000,True,False,5,2157
7.74311171257491,0.142351637313202,32.5002409983503,1.19177750731183e-08,7.72336106939196e-07,2L,10368000,10496000,X,20992000,21120000,trans,,1000,True,False,3,38838
7.74311170612742,0.142351637313202,32.5002263841204,1.19178646934784e-08,7.72336106939196e-07,2L,10368000,10496000,X,2176000,2304000,trans,,1000,True,False,3,4558
7.74311167953117,0.142351637313202,32.5001660996514,1.19182343893234e-08,7.72336106939196e-07,2L,10368000,10496000,X,21888000,22016000,trans,,1000,False,False,0,445114
7.74311164611083,0.142351637313202,32.5000903471424,1.19186989595526e-08,7.72336106939196e-07,2L,10368000,10496000,X,22656000,22784000,trans,,1000,False,False,0,194385
7.74311164314891,0.142351637313202,32.5000836334952,1.19187401334621e-08,7.72336106939196e-07,2L,10368000,10496000,X,23040000,23168000,trans,,1000,False,False,0,578385
7.74311162140666,0.142351637313202,32.5000343511222,1.1919042380088e-08,7.72336106939196e-07,2L,10368000,10496000,X,2432000,2560000,trans,,1000,True,False,2,15058
7.74311130465363,0.142351637313202,32.4993163706922,1.19234465932174e-08,7.72477364084533e-07,2L,10368000,10496000,X,256000,384000,trans,,1000,False,False,0,88691
7.74311096615704,0.142351637313202,32.4985490875771,1.19281550391138e-08,7.72477364084533e-07,2L,10368000,10496000,X,2816000,2944000,trans,,1000,False,False,0,80542
7.74311093053928,0.142351637313202,32.4984683504431,1.19286505921882e-08,7.72477364084533e-07,2L,10368000,10496000,X,3072000,3200000,trans,,1000,False,False,0,336542
7.7431109242552,0.142351637313202,32.4984541058785,1.19287380254449e-08,7.72477364084533e-07,2L,10368000,10496000,X,3456000,3584000,trans,,1000,False,False,0,206276
7.74311090869298,0.142351637313202,32.4984188298934,1.19289545524993e-08,7.72477364084533e-07,2L,10368000,10496000,X,3584000,3712000,trans,,1000,False,False,0,78276
7.74311082039076,0.142351637313202,32.498218668257,1.19301832365196e-08,7.72477364084533e-07,2L,10368000,10496000,X,384000,512000,trans,,1000,True,False,1,39309
7.743110762004,0.142351637313202,32.4980863177331,1.19309957344149e-08,7.72477364084533e-07,2L,10368000,10496000,X,4096000,4224000,trans,,1000,True,False,1,31977
7.74311065776897,0.142351637313202,32.4978500375008,1.19324463930399e-08,7.72477364084533e-07,2L,10368000,10496000,X,4480000,4608000,trans,,1000,False,False,0,76176
7.74311052447085,0.142351637313202,32.4975478746196,1.19343018001133e-08,7.72477364084533e-07,2L,10368000,10496000,X,4608000,4736000,trans,,1000,True,False,4,31724
7.74311043889868,0.142351637313202,32.4973538964509,1.19354930598824e-08,7.72477364084533e-07,2L,10368000,10496000,X,512000,640000,trans,,1000,True,False,2,13392
7.74311035332728,0.142351637313202,32.4971599189414,1.19366844347028e-08,7.72477364084533e-07,2L,10368000,10496000,X,5376000,5504000,trans,,1000,True,False,1,46623
7.74311028081351,0.142351637313202,32.4969955402305,1.19376941122848e-08,7.72477364084533e-07,2L,10368000,10496000,X,5632000,5760000,trans,,1000,True,False,4,423
3.00780540099788,2.57247869493895,32.4967820506812,1.19390055753167e-08,7.72477364084533e-07,2L,10368000,10496000,X,6144000,6272000,trans,,1000,False,False,0,60222
7.74311012501137,0.142351637313202,32.4966423555961,1.19398637981905e-08,7.72477364084533e-07,2L,10368000,10496000,X,6272000,6400000,trans,,1000,False,False,0,188222
7.74311001013735,0.142351637313202,32.4963819477468,1.19414637901762e-08,7.72494730675356e-07,2L,10368000,10496000,X,640000,768000,trans,,1000,True,False,2,6408
7.7431095891157,0.142351637313202,32.4954275168594,1.19473298188903e-08,7.72548978631875e-07,2L,10368000,10496000,X,6656000,6784000,trans,,1000,True,False,1,27177
7.74310954752781,0.142351637313202,32.495333238141,1.19479094220316e-08,7.72548978631875e-07,2L,10368000,10496000,X,6912000,7040000,trans,,1000,False,False,0,99922
7.74310953302092,0.142351637313202,32.4953003513116,1.19481116090643e-08,7.72548978631875e-07,2L,10368000,10496000,X,7040000,7168000,trans,,1000,False,False,0,118177
7.74310951701199,0.142351637313202,32.4952640593565,1.19483347346633e-08,7.72548978631875e-07,2L,10368000,10496000,X,7168000,7296000,trans,,1000,True,False,2,9823
7.74310947210458,0.142351637313202,32.4951622548838,1.19489606582948e-08,7.72548978631875e-07,2L,10368000,10496000,X,7296000,7424000,trans,,1000,True,False,2,7622
4.16333142194839,1.23450553433131,32.4918759742654,1.19691833222113e-08,7.73770223058944e-07,2L,10368000,10496000,X,7424000,7552000,trans,,1000,False,False,0,102122
4.26076048019382,1.13026410388828,32.4900249683212,1.19805888775745e-08,7.74421260392751e-07,2L,10368000,10496000,X,7552000,7680000,trans,,1000,True,False,1,44777
4.65589857822463,1.665055450867,32.488334275614,1.19910161248007e-08,7.75008922198978e-07,2L,10368000,10496000,X,7680000,7808000,trans,,1000,True,False,1,45878
2.65503593903681,2.84426993151804,32.4834559492518,1.20211538951674e-08,7.76832305200439e-07,2L,10368000,10496000,X,768000,896000,trans,,1000,True,False,1,5307
4.6286322274063,1.64081080960788,32.483334401592,1.20219057713376e-08,7.76832305200439e-07,2L,10368000,10496000,X,8320000,8448000,trans,,1000,False,False,0,70922
-1.1869082443776,7.27290428014587,32.4784396767261,1.20522230015397e-08,7.78704611241366e-07,2L,10368000,10496000,X,8704000,8832000,trans,,1000,True,False,1,13822
3.94211710087789,2.54302784785634,32.4726858929361,1.20879590528948e-08,7.80926576047374e-07,2L,10368000,10496000,X,9216000,9344000,trans,,1000,False,False,0,70707
2.80451762249245,2.62150093491526,32.4605973165769,1.21633858379039e-08,7.85711927779467e-07,2L,10368000,10496000,X,9600000,9728000,trans,,1000,True,False,3,26207
7.55659649323557,-0.0205897353412163,32.4164794799117,1.24426813099622e-08,7.89686967880081e-07,2L,10376000,10384000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.5836915097057,0.0029104127714405,32.3819113606761,1.26660017962544e-08,7.94011771406077e-07,2L,10384000,10392000,X,22432000,22440000,trans,,1000,True,False,1,21114
4.30469858812728,1.7981488435671,32.1359386538635,1.437533570038e-08,8.92617106770219e-07,2L,10392000,10400000,X,22432000,22440000,trans,,1000,True,False,1,21114
2.43847543812078,3.07578025918704,32.0446937421743,1.50666065125823e-08,9.24458611191541e-07,2L,10400000,10408000,X,22432000,22440000,trans,,1000,True,False,1,21114
4.17203629646464,1.54896657728774,31.4858117236354,2.00902895551369e-08,1.17646115603176e-06,2L,10400000,10432000,X,14880000,14912000,trans,,1000,False,False,0,51323
2.84331452901931,2.38004330251135,31.4852846637993,2.00957435464274e-08,1.17666176390472e-06,2L,10400000,10432000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.52580693561424,-0.0468622853844557,31.407725034042,2.09147114147162e-08,1.21435167221233e-06,2L,1040000,1048000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.55347322810338,-0.0229162840834942,31.3738276008204,2.12830616299821e-08,1.22090902635918e-06,2L,10408000,10416000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.63578803487538,0.0487235287816081,31.3169691233927,2.19155713836856e-08,1.2379051080394e-06,2L,10416000,10424000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.58052663720425,0.0006138861134355,31.2700288837101,2.24519135885882e-08,1.25304216199079e-06,2L,10424000,10432000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.58051365599855,0.0006138861134355,31.2380415088977,2.28249172066003e-08,1.26424196039281e-06,2L,10432000,10440000,X,22432000,22440000,trans,,1000,True,False,1,21114
2.56371625339091,3.00905702268484,30.7516454792513,2.93255059984846e-08,1.56671225485467e-06,2L,10432000,10464000,X,8992000,9024000,trans,,1000,False,False,0,85722
7.78904835199474,0.183817617208547,30.6637803505847,3.06839603674193e-08,1.61505798032101e-06,2L,10440000,10448000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.52262805409568,-0.0492217221320847,30.3923972506317,3.5290860784172e-08,1.81528995660019e-06,2L,10448000,10456000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.7631242320583,0.161139843158551,30.2218665417542,3.85340391322762e-08,1.94173334458767e-06,2L,10456000,10464000,X,22432000,22440000,trans,,1000,True,False,1,21114
3.98314910339768,0.671299004682795,30.0789257499758,4.14814675462491e-08,2.05719781704125e-06,2L,10464000,10472000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.49127689554784,-0.0760241505336251,29.8568999181524,4.65138581671947e-08,2.22417874216696e-06,2L,10464000,10496000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.49127682075513,-0.0760241505336251,29.8566906432989,4.65188791045012e-08,2.22417874216696e-06,2L,10464000,10496000,X,9216000,9248000,trans,,1000,False,False,0,70707
4.66988678860818,1.4794061348602,29.5749167197609,5.37966244057035e-08,2.54253584353151e-06,2L,10472000,10480000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.43268188527794,-0.126272408364182,29.4897528288532,5.62131244083628e-08,2.62722392039987e-06,2L,10480000,10488000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.60350329760503,0.0214736532438938,29.4661344495903,5.69023480073287e-08,2.64853859718547e-06,2L,1048000,1056000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.51938013790314,-0.051583166260603,29.4056047424579,5.87076093973806e-08,2.69635418483547e-06,2L,10488000,10496000,X,22432000,22440000,trans,,1000,True,False,1,21114
2.5942502515596,2.67960922771451,29.3340666212104,6.09153236488088e-08,2.77651451735886e-06,2L,10496000,10504000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.45914171516101,-0.103342886808219,29.0813866429436,6.94005680372077e-08,3.07016279866354e-06,2L,10496000,10528000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.38061137021266,-0.170879113783042,29.0811528092095,6.94089451249507e-08,3.07029926296104e-06,2L,10496000,10528000,X,15072000,15104000,trans,,1000,True,False,2,14077
7.45914153710283,-0.103342886808219,29.0808774222789,6.94188121541685e-08,3.07050160886943e-06,2L,10496000,10528000,X,22848000,22880000,trans,,1000,False,False,0,386385
7.62924000052097,0.0442438305285632,28.9239586036868,7.52760438810336e-08,3.29689863907494e-06,2L,10504000,10512000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.57389329781299,-0.003984998609246,28.8792626283639,7.70332477572958e-08,3.32195387138184e-06,2L,10512000,10520000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.57389125412691,-0.003984998609246,28.8747524758588,7.721282974808e-08,3.32195387138184e-06,2L,10520000,10528000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.51605592450283,-0.0539466165383061,28.4169539060236,9.78050389261091e-08,4.03911862754319e-06,2L,10528000,10560000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.5160559228669,-0.0539466165383061,28.4169500430301,9.78052340824109e-08,4.03911862754319e-06,2L,10528000,10560000,X,15488000,15520000,trans,,1000,True,False,1,2723
7.51605315711285,-0.0539466165383061,28.4104183812688,9.81357687781053e-08,4.03911862754319e-06,2L,10536000,10544000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.3990978975588,-0.154612437446126,28.2837271595702,1.0477307480991e-07,4.27870810503826e-06,2L,10544000,10552000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.60012542377618,0.0192025036246849,28.2497728979756,1.06627141031153e-07,4.32180022431103e-06,2L,10552000,10560000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.36811665690137,-0.180996850904736,28.1906067766389,1.09936804651699e-07,4.43247256845101e-06,2L,10560000,10568000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.45577320849701,-0.105773099892102,28.0989851849424,1.1526628504669e-07,4.55394249354302e-06,2L,10560000,10592000,X,15040000,15072000,trans,,1000,True,False,2,12776
7.48453460179163,-0.0808168396256743,27.7528577604265,1.37844429679399e-07,5.22762320933959e-06,2L,1056000,1088000,X,8864000,8896000,trans,,1000,True,False,1,9077
7.39584802131092,-0.157111357348939,27.739359729329,1.38809567587515e-07,5.24107525869109e-06,2L,10568000,10576000,X,22432000,22440000,trans,,1000,True,False,1,21114
7.62586453718976,0.0420011587828754,27.7216767479599,1.40084192958289e-07,5.25913539783996e-06,2L,10576000,10584000,X,22432000,22440000,trans,,1000,True,False,1,21114
